ProvinceKey,ProvinceName,ProvinceNameEng,RegionKey,Region,RegionEng,ExpenditureTypeKey,ExpenditureType,ExpenditureTypeEng,Year,FarmPlantAnimalOwningLand,FarmPlantAnimalRentingLand,FarmFishingForestryHuntingAgri,EntrepreneurNonAgricultureBusiness,ProfessionalTechnicianManager,EmployeeLabourInAgriForestyFishery,EmployeeLabourInLogisticTransportation,EmployeeLabourInClericalSaleServices,EmployeeLabourInProductionConstruction,EconomicInactive,
36,ชัยภูมิ             ,Chaiyaphum          ,2,ภาคกลาง,Central,20,การจัดงานพิธีในโอกาสพิเศษ,Special ceremony expenses,2558,123,0,0,8,772,0,0,128,561,404,
36,ชัยภูมิ             ,Chaiyaphum          ,2,ภาคกลาง,Central,21,ค่าใช้จ่ายที่ไม่เกี่ยวกับการอุปโภคบริโภค ,Non - consumption expenditures,2558,1745,1548,1072,2303,6294,749,563,2435,1093,1110,
38,บึงกาฬ              ,Bueng Kan           ,2,ภาคกลาง,Central,10,อาหารและเครื่องดื่ม (ไม่มีแอลกอฮอล์),Food and Beverages (excludes alcoholic),2556,8405,10802,6227,8791,10530,7349,8270,8747,5490,5919,
38,บึงกาฬ              ,Bueng Kan           ,2,ภาคกลาง,Central,11,เครื่องดื่มที่มีแอลกอฮอล์ ,Alcoholic beverages ,2556,345,0,204,241,682,391,15,263,1119,156,
38,บึงกาฬ              ,Bueng Kan           ,2,ภาคกลาง,Central,12,ยาสูบ หมาก ยานัตถุ์ และอื่นๆ,Tobacco products,2556,107,43,48,140,48,109,158,129,50,56,
38,บึงกาฬ              ,Bueng Kan           ,2,ภาคกลาง,Central,13,ที่อยู่อาศัย เครื่องแต่งบ้านและเครื่องใช้,Household operation, furnitures and equipment,2556,2447,3225,1321,3231,4568,1847,1876,2423,207,1720
38,บึงกาฬ              ,Bueng Kan           ,2,ภาคกลาง,Central,14,เครื่องนุ่งห่มและรองเท้า,Apparel and footwear ,2556,279,0,45,435,1043,326,129,333,126,161,
38,บึงกาฬ              ,Bueng Kan           ,2,ภาคกลาง,Central,15,ค่าใช้จ่ายส่วนบุคคล,Personal care,2556,594,1170,324,658,1403,437,529,532,287,338,
38,บึงกาฬ              ,Bueng Kan           ,2,ภาคกลาง,Central,16,เวชภัณฑ์ และค่าตรวจรักษาพยาบาล,Medical and health care,2556,466,0,194,464,693,253,259,370,297,209,
38,บึงกาฬ              ,Bueng Kan           ,2,ภาคกลาง,Central,17,การเดินทาง และการสื่อสาร,Transport and communication,2556,6785,2108,1970,6006,19510,2606,1572,5534,3251,2215,
38,บึงกาฬ              ,Bueng Kan           ,2,ภาคกลาง,Central,18,การศึกษา,Education,2556,143,416,6,74,211,59,27,117,55,47,
38,บึงกาฬ              ,Bueng Kan           ,2,ภาคกลาง,Central,19,การบันเทิง การอ่านและกิจกรรมทางศาสนา,Recreation, Reading and Religious Activity,2556,556,1600,227,561,1148,528,354,378,159,451
38,บึงกาฬ              ,Bueng Kan           ,2,ภาคกลาง,Central,20,การจัดงานพิธีในโอกาสพิเศษ,Special ceremony expenses,2556,203,0,0,0,143,0,0,0,0,9,
38,บึงกาฬ              ,Bueng Kan           ,2,ภาคกลาง,Central,21,ค่าใช้จ่ายที่ไม่เกี่ยวกับการอุปโภคบริโภค ,Non - consumption expenditures,2556,1968,1669,866,1613,5674,1190,572,1361,1579,1110,
38,บึงกาฬ              ,Bueng Kan           ,2,ภาคกลาง,Central,10,อาหารและเครื่องดื่ม (ไม่มีแอลกอฮอล์),Food and Beverages (excludes alcoholic),2558,8484,12167,5310,10014,10979,8087,5047,9036,8189,7358,
38,บึงกาฬ              ,Bueng Kan           ,2,ภาคกลาง,Central,11,เครื่องดื่มที่มีแอลกอฮอล์ ,Alcoholic beverages ,2558,158,0,1139,236,335,58,638,202,84,68,
38,บึงกาฬ              ,Bueng Kan           ,2,ภาคกลาง,Central,12,ยาสูบ หมาก ยานัตถุ์ และอื่นๆ,Tobacco products,2558,52,251,0,47,30,79,165,149,20,36,
38,บึงกาฬ              ,Bueng Kan           ,2,ภาคกลาง,Central,13,ที่อยู่อาศัย เครื่องแต่งบ้านและเครื่องใช้,Household operation, furnitures and equipment,2558,3939,7768,2049,4515,6578,2162,1366,5011,2497,3883
38,บึงกาฬ              ,Bueng Kan           ,2,ภาคกลาง,Central,14,เครื่องนุ่งห่มและรองเท้า,Apparel and footwear ,2558,476,1109,317,642,1474,410,238,282,344,307,
38,บึงกาฬ              ,Bueng Kan           ,2,ภาคกลาง,Central,15,ค่าใช้จ่ายส่วนบุคคล,Personal care,2558,544,544,416,947,1302,463,483,757,514,350,
38,บึงกาฬ              ,Bueng Kan           ,2,ภาคกลาง,Central,16,เวชภัณฑ์ และค่าตรวจรักษาพยาบาล,Medical and health care,2558,207,88,159,400,199,112,134,461,155,240,
38,บึงกาฬ              ,Bueng Kan           ,2,ภาคกลาง,Central,17,การเดินทาง และการสื่อสาร,Transport and communication,2558,5116,2023,3490,9766,13524,2669,1026,7059,2960,2512,
38,บึงกาฬ              ,Bueng Kan           ,2,ภาคกลาง,Central,18,การศึกษา,Education,2558,142,55,70,288,7974,98,223,248,111,169,
38,บึงกาฬ              ,Bueng Kan           ,2,ภาคกลาง,Central,19,การบันเทิง การอ่านและกิจกรรมทางศาสนา,Recreation, Reading and Religious Activity,2558,274,641,32,549,775,214,84,449,288,340
38,บึงกาฬ              ,Bueng Kan           ,2,ภาคกลาง,Central,20,การจัดงานพิธีในโอกาสพิเศษ,Special ceremony expenses,2558,172,0,0,91,1301,0,0,74,0,302,
38,บึงกาฬ              ,Bueng Kan           ,2,ภาคกลาง,Central,21,ค่าใช้จ่ายที่ไม่เกี่ยวกับการอุปโภคบริโภค ,Non - consumption expenditures,2558,2594,710,1385,4148,11323,1198,974,1985,1299,1738,
39,หนองบัวลำภู         ,Nong Bua Lam Phu    ,2,ภาคกลาง,Central,10,อาหารและเครื่องดื่ม (ไม่มีแอลกอฮอล์),Food and Beverages (excludes alcoholic),2556,5212,4817,5392,6969,6748,5313,5704,5618,5482,4596,
39,หนองบัวลำภู         ,Nong Bua Lam Phu    ,2,ภาคกลาง,Central,11,เครื่องดื่มที่มีแอลกอฮอล์ ,Alcoholic beverages ,2556,47,121,13,105,199,159,192,465,305,34,
39,หนองบัวลำภู         ,Nong Bua Lam Phu    ,2,ภาคกลาง,Central,12,ยาสูบ หมาก ยานัตถุ์ และอื่นๆ,Tobacco products,2556,73,21,56,72,6,66,59,65,94,32,
39,หนองบัวลำภู         ,Nong Bua Lam Phu    ,2,ภาคกลาง,Central,13,ที่อยู่อาศัย เครื่องแต่งบ้านและเครื่องใช้,Household operation, furnitures and equipment,2556,1928,1646,2002,2893,3256,2241,1946,2432,2616,1909
39,หนองบัวลำภู         ,Nong Bua Lam Phu    ,2,ภาคกลาง,Central,14,เครื่องนุ่งห่มและรองเท้า,Apparel and footwear ,2556,208,54,363,352,913,54,140,429,452,287,
39,หนองบัวลำภู         ,Nong Bua Lam Phu    ,2,ภาคกลาง,Central,15,ค่าใช้จ่ายส่วนบุคคล,Personal care,2556,322,253,363,408,566,506,265,452,456,261,
39,หนองบัวลำภู         ,Nong Bua Lam Phu    ,2,ภาคกลาง,Central,16,เวชภัณฑ์ และค่าตรวจรักษาพยาบาล,Medical and health care,2556,198,82,152,146,450,74,27,633,133,1298,
39,หนองบัวลำภู         ,Nong Bua Lam Phu    ,2,ภาคกลาง,Central,17,การเดินทาง และการสื่อสาร,Transport and communication,2556,2063,2331,3892,8227,6735,1353,1591,4790,2790,1815,
39,หนองบัวลำภู         ,Nong Bua Lam Phu    ,2,ภาคกลาง,Central,18,การศึกษา,Education,2556,105,64,37,89,272,124,37,183,80,91,
39,หนองบัวลำภู         ,Nong Bua Lam Phu    ,2,ภาคกลาง,Central,19,การบันเทิง การอ่านและกิจกรรมทางศาสนา,Recreation, Reading and Religious Activity,2556,173,173,185,236,257,72,270,323,121,234
39,หนองบัวลำภู         ,Nong Bua Lam Phu    ,2,ภาคกลาง,Central,20,การจัดงานพิธีในโอกาสพิเศษ,Special ceremony expenses,2556,19,0,35,300,632,1709,8,62,13,399,
39,หนองบัวลำภู         ,Nong Bua Lam Phu    ,2,ภาคกลาง,Central,21,ค่าใช้จ่ายที่ไม่เกี่ยวกับการอุปโภคบริโภค ,Non - consumption expenditures,2556,1125,560,727,1938,4198,444,492,1161,924,1018,
39,หนองบัวลำภู         ,Nong Bua Lam Phu    ,2,ภาคกลาง,Central,10,อาหารและเครื่องดื่ม (ไม่มีแอลกอฮอล์),Food and Beverages (excludes alcoholic),2558,7463,6924,4956,7402,7525,0,6416,7433,7378,6222,
39,หนองบัวลำภู         ,Nong Bua Lam Phu    ,2,ภาคกลาง,Central,11,เครื่องดื่มที่มีแอลกอฮอล์ ,Alcoholic beverages ,2558,110,0,0,99,240,0,0,224,62,31,
39,หนองบัวลำภู         ,Nong Bua Lam Phu    ,2,ภาคกลาง,Central,12,ยาสูบ หมาก ยานัตถุ์ และอื่นๆ,Tobacco products,2558,65,39,143,104,72,0,0,37,101,46,
39,หนองบัวลำภู         ,Nong Bua Lam Phu    ,2,ภาคกลาง,Central,13,ที่อยู่อาศัย เครื่องแต่งบ้านและเครื่องใช้,Household operation, furnitures and equipment,2558,2697,2495,1955,3301,3862,0,2853,3558,2443,3018
39,หนองบัวลำภู         ,Nong Bua Lam Phu    ,2,ภาคกลาง,Central,14,เครื่องนุ่งห่มและรองเท้า,Apparel and footwear ,2558,454,209,191,489,954,0,740,669,450,510,
39,หนองบัวลำภู         ,Nong Bua Lam Phu    ,2,ภาคกลาง,Central,15,ค่าใช้จ่ายส่วนบุคคล,Personal care,2558,429,471,532,532,1063,0,400,856,641,541,
39,หนองบัวลำภู         ,Nong Bua Lam Phu    ,2,ภาคกลาง,Central,16,เวชภัณฑ์ และค่าตรวจรักษาพยาบาล,Medical and health care,2558,167,327,307,238,253,0,299,154,300,376,
39,หนองบัวลำภู         ,Nong Bua Lam Phu    ,2,ภาคกลาง,Central,17,การเดินทาง และการสื่อสาร,Transport and communication,2558,4005,5875,1756,5304,7359,0,6903,6648,3506,3424,
39,หนองบัวลำภู         ,Nong Bua Lam Phu    ,2,ภาคกลาง,Central,18,การศึกษา,Education,2558,148,169,39,196,347,0,0,620,188,126,
39,หนองบัวลำภู         ,Nong Bua Lam Phu    ,2,ภาคกลาง,Central,19,การบันเทิง การอ่านและกิจกรรมทางศาสนา,Recreation, Reading and Religious Activity,2558,405,380,170,426,343,0,317,355,214,365
39,หนองบัวลำภู         ,Nong Bua Lam Phu    ,2,ภาคกลาง,Central,20,การจัดงานพิธีในโอกาสพิเศษ,Special ceremony expenses,2558,134,69,136,414,54,0,0,44,42,720,
39,หนองบัวลำภู         ,Nong Bua Lam Phu    ,2,ภาคกลาง,Central,21,ค่าใช้จ่ายที่ไม่เกี่ยวกับการอุปโภคบริโภค ,Non - consumption expenditures,2558,1853,1110,1122,2341,5686,0,3670,2270,1327,1618,
43,หนองคาย             ,Nong Khai           ,2,ภาคกลาง,Central,10,อาหารและเครื่องดื่ม (ไม่มีแอลกอฮอล์),Food and Beverages (excludes alcoholic),2558,7336,7347,3582,9681,9498,8094,7944,8940,7972,6821,
43,หนองคาย             ,Nong Khai           ,2,ภาคกลาง,Central,11,เครื่องดื่มที่มีแอลกอฮอล์ ,Alcoholic beverages ,2558,86,135,0,115,116,240,61,122,222,47,
43,หนองคาย             ,Nong Khai           ,2,ภาคกลาง,Central,12,ยาสูบ หมาก ยานัตถุ์ และอื่นๆ,Tobacco products,2558,85,105,0,59,140,69,134,101,145,55,
43,หนองคาย             ,Nong Khai           ,2,ภาคกลาง,Central,13,ที่อยู่อาศัย เครื่องแต่งบ้านและเครื่องใช้,Household operation, furnitures and equipment,2558,3191,3019,1575,4256,5573,2568,3194,3646,2905,2925
43,หนองคาย             ,Nong Khai           ,2,ภาคกลาง,Central,14,เครื่องนุ่งห่มและรองเท้า,Apparel and footwear ,2558,600,624,0,376,1449,116,116,488,588,371,
43,หนองคาย             ,Nong Khai           ,2,ภาคกลาง,Central,15,ค่าใช้จ่ายส่วนบุคคล,Personal care,2558,568,587,150,791,2040,757,640,947,614,502,
43,หนองคาย             ,Nong Khai           ,2,ภาคกลาง,Central,16,เวชภัณฑ์ และค่าตรวจรักษาพยาบาล,Medical and health care,2558,247,66,0,260,176,111,41,89,86,323,
43,หนองคาย             ,Nong Khai           ,2,ภาคกลาง,Central,17,การเดินทาง และการสื่อสาร,Transport and communication,2558,3329,827,616,6228,9939,1495,1633,3852,2264,1809,
43,หนองคาย             ,Nong Khai           ,2,ภาคกลาง,Central,18,การศึกษา,Education,2558,117,22,75,255,71,13,61,89,131,85,
43,หนองคาย             ,Nong Khai           ,2,ภาคกลาง,Central,19,การบันเทิง การอ่านและกิจกรรมทางศาสนา,Recreation, Reading and Religious Activity,2558,300,175,100,408,539,122,146,278,257,322
43,หนองคาย             ,Nong Khai           ,2,ภาคกลาง,Central,20,การจัดงานพิธีในโอกาสพิเศษ,Special ceremony expenses,2558,57,0,0,49,72,19,8,31,15,218,
43,หนองคาย             ,Nong Khai           ,2,ภาคกลาง,Central,21,ค่าใช้จ่ายที่ไม่เกี่ยวกับการอุปโภคบริโภค ,Non - consumption expenditures,2558,1357,1139,233,2613,9708,637,840,2070,661,895,
44,มหาสารคาม           ,Maha Sarakham       ,2,ภาคกลาง,Central,10,อาหารและเครื่องดื่ม (ไม่มีแอลกอฮอล์),Food and Beverages (excludes alcoholic),2556,4743,4099,7710,6746,7608,4199,5196,5975,6278,4646,
44,มหาสารคาม           ,Maha Sarakham       ,2,ภาคกลาง,Central,11,เครื่องดื่มที่มีแอลกอฮอล์ ,Alcoholic beverages ,2556,77,110,1548,166,135,409,916,59,22,95,
44,มหาสารคาม           ,Maha Sarakham       ,2,ภาคกลาง,Central,12,ยาสูบ หมาก ยานัตถุ์ และอื่นๆ,Tobacco products,2556,51,0,0,225,126,90,128,113,165,57,
44,มหาสารคาม           ,Maha Sarakham       ,2,ภาคกลาง,Central,13,ที่อยู่อาศัย เครื่องแต่งบ้านและเครื่องใช้,Household operation, furnitures and equipment,2556,2104,1674,1825,3121,3774,1501,1143,2096,2228,2223
44,มหาสารคาม           ,Maha Sarakham       ,2,ภาคกลาง,Central,14,เครื่องนุ่งห่มและรองเท้า,Apparel and footwear ,2556,209,108,0,386,1247,496,20,316,276,331,
44,มหาสารคาม           ,Maha Sarakham       ,2,ภาคกลาง,Central,15,ค่าใช้จ่ายส่วนบุคคล,Personal care,2556,363,220,729,725,1455,481,121,591,495,404,
44,มหาสารคาม           ,Maha Sarakham       ,2,ภาคกลาง,Central,16,เวชภัณฑ์ และค่าตรวจรักษาพยาบาล,Medical and health care,2556,101,21,0,307,711,85,106,219,44,212,
44,มหาสารคาม           ,Maha Sarakham       ,2,ภาคกลาง,Central,17,การเดินทาง และการสื่อสาร,Transport and communication,2556,2014,953,11893,4742,10690,981,168,2579,3147,2091,
44,มหาสารคาม           ,Maha Sarakham       ,2,ภาคกลาง,Central,18,การศึกษา,Education,2556,51,157,0,323,331,27,20,151,64,321,
44,มหาสารคาม           ,Maha Sarakham       ,2,ภาคกลาง,Central,19,การบันเทิง การอ่านและกิจกรรมทางศาสนา,Recreation, Reading and Religious Activity,2556,292,161,200,447,621,198,86,207,296,236
44,มหาสารคาม           ,Maha Sarakham       ,2,ภาคกลาง,Central,20,การจัดงานพิธีในโอกาสพิเศษ,Special ceremony expenses,2556,39,87,0,121,359,2,1248,243,21,163,
44,มหาสารคาม           ,Maha Sarakham       ,2,ภาคกลาง,Central,21,ค่าใช้จ่ายที่ไม่เกี่ยวกับการอุปโภคบริโภค ,Non - consumption expenditures,2556,1347,917,1292,3168,5160,531,283,1216,3145,1346,
44,มหาสารคาม           ,Maha Sarakham       ,2,ภาคกลาง,Central,10,อาหารและเครื่องดื่ม (ไม่มีแอลกอฮอล์),Food and Beverages (excludes alcoholic),2558,5019,6375,0,7069,8174,5289,7688,6768,6547,4415,
44,มหาสารคาม           ,Maha Sarakham       ,2,ภาคกลาง,Central,11,เครื่องดื่มที่มีแอลกอฮอล์ ,Alcoholic beverages ,2558,39,0,0,371,67,239,198,133,127,14,
44,มหาสารคาม           ,Maha Sarakham       ,2,ภาคกลาง,Central,12,ยาสูบ หมาก ยานัตถุ์ และอื่นๆ,Tobacco products,2558,30,26,0,55,119,50,30,190,136,53,
44,มหาสารคาม           ,Maha Sarakham       ,2,ภาคกลาง,Central,13,ที่อยู่อาศัย เครื่องแต่งบ้านและเครื่องใช้,Household operation, furnitures and equipment,2558,2101,1349,0,3745,4192,2168,1974,2679,2109,2257
44,มหาสารคาม           ,Maha Sarakham       ,2,ภาคกลาง,Central,14,เครื่องนุ่งห่มและรองเท้า,Apparel and footwear ,2558,151,29,0,508,1116,587,44,306,417,214,
44,มหาสารคาม           ,Maha Sarakham       ,2,ภาคกลาง,Central,15,ค่าใช้จ่ายส่วนบุคคล,Personal care,2558,325,321,0,854,1290,299,507,627,484,369,
44,มหาสารคาม           ,Maha Sarakham       ,2,ภาคกลาง,Central,16,เวชภัณฑ์ และค่าตรวจรักษาพยาบาล,Medical and health care,2558,408,27,0,262,139,51,99,244,148,145,
44,มหาสารคาม           ,Maha Sarakham       ,2,ภาคกลาง,Central,17,การเดินทาง และการสื่อสาร,Transport and communication,2558,1339,1472,0,4119,7294,979,3009,3228,2557,1138,
44,มหาสารคาม           ,Maha Sarakham       ,2,ภาคกลาง,Central,18,การศึกษา,Education,2558,76,405,0,194,416,153,59,171,131,335,
44,มหาสารคาม           ,Maha Sarakham       ,2,ภาคกลาง,Central,19,การบันเทิง การอ่านและกิจกรรมทางศาสนา,Recreation, Reading and Religious Activity,2558,228,227,0,430,489,73,195,219,223,171
44,มหาสารคาม           ,Maha Sarakham       ,2,ภาคกลาง,Central,20,การจัดงานพิธีในโอกาสพิเศษ,Special ceremony expenses,2558,23,0,0,490,8,0,0,44,452,444,
44,มหาสารคาม           ,Maha Sarakham       ,2,ภาคกลาง,Central,21,ค่าใช้จ่ายที่ไม่เกี่ยวกับการอุปโภคบริโภค ,Non - consumption expenditures,2558,1395,931,0,2267,6669,1001,1219,1780,1489,939,
45,ร้อยเอ็ด            ,Roi Et              ,2,ภาคกลาง,Central,10,อาหารและเครื่องดื่ม (ไม่มีแอลกอฮอล์),Food and Beverages (excludes alcoholic),2556,4286,4800,6064,5802,7078,4653,6877,6469,6203,4229,
45,ร้อยเอ็ด            ,Roi Et              ,2,ภาคกลาง,Central,11,เครื่องดื่มที่มีแอลกอฮอล์ ,Alcoholic beverages ,2556,53,0,291,228,68,0,622,291,548,32,
45,ร้อยเอ็ด            ,Roi Et              ,2,ภาคกลาง,Central,12,ยาสูบ หมาก ยานัตถุ์ และอื่นๆ,Tobacco products,2556,41,60,121,137,51,602,30,273,54,42,
45,ร้อยเอ็ด            ,Roi Et              ,2,ภาคกลาง,Central,13,ที่อยู่อาศัย เครื่องแต่งบ้านและเครื่องใช้,Household operation, furnitures and equipment,2556,2125,2284,2828,2343,3468,2723,3070,2495,2069,2211
45,ร้อยเอ็ด            ,Roi Et              ,2,ภาคกลาง,Central,14,เครื่องนุ่งห่มและรองเท้า,Apparel and footwear ,2556,222,194,426,260,1148,0,611,269,345,227,
45,ร้อยเอ็ด            ,Roi Et              ,2,ภาคกลาง,Central,15,ค่าใช้จ่ายส่วนบุคคล,Personal care,2556,333,444,406,525,836,360,665,453,496,381,
45,ร้อยเอ็ด            ,Roi Et              ,2,ภาคกลาง,Central,16,เวชภัณฑ์ และค่าตรวจรักษาพยาบาล,Medical and health care,2556,186,24,24,603,477,270,263,127,188,194,
45,ร้อยเอ็ด            ,Roi Et              ,2,ภาคกลาง,Central,17,การเดินทาง และการสื่อสาร,Transport and communication,2556,1684,1609,6169,4825,8896,949,11083,3578,1374,2051,
45,ร้อยเอ็ด            ,Roi Et              ,2,ภาคกลาง,Central,18,การศึกษา,Education,2556,126,233,47,113,204,0,41,99,27,92,
45,ร้อยเอ็ด            ,Roi Et              ,2,ภาคกลาง,Central,19,การบันเทิง การอ่านและกิจกรรมทางศาสนา,Recreation, Reading and Religious Activity,2556,213,211,354,246,389,375,208,175,127,168
45,ร้อยเอ็ด            ,Roi Et              ,2,ภาคกลาง,Central,20,การจัดงานพิธีในโอกาสพิเศษ,Special ceremony expenses,2556,285,0,0,174,0,0,0,2,122,276,
45,ร้อยเอ็ด            ,Roi Et              ,2,ภาคกลาง,Central,21,ค่าใช้จ่ายที่ไม่เกี่ยวกับการอุปโภคบริโภค ,Non - consumption expenditures,2556,1656,1487,1145,2608,12854,6674,3719,1794,818,1150,
45,ร้อยเอ็ด            ,Roi Et              ,2,ภาคกลาง,Central,10,อาหารและเครื่องดื่ม (ไม่มีแอลกอฮอล์),Food and Beverages (excludes alcoholic),2558,7192,0,7209,7076,6933,0,5787,7116,6155,4827,
45,ร้อยเอ็ด            ,Roi Et              ,2,ภาคกลาง,Central,11,เครื่องดื่มที่มีแอลกอฮอล์ ,Alcoholic beverages ,2558,51,0,0,98,10,0,58,148,90,39,
45,ร้อยเอ็ด            ,Roi Et              ,2,ภาคกลาง,Central,12,ยาสูบ หมาก ยานัตถุ์ และอื่นๆ,Tobacco products,2558,63,0,69,90,64,0,46,492,136,61,
45,ร้อยเอ็ด            ,Roi Et              ,2,ภาคกลาง,Central,13,ที่อยู่อาศัย เครื่องแต่งบ้านและเครื่องใช้,Household operation, furnitures and equipment,2558,2830,0,2058,4692,7080,0,3431,4082,3611,3582
45,ร้อยเอ็ด            ,Roi Et              ,2,ภาคกลาง,Central,14,เครื่องนุ่งห่มและรองเท้า,Apparel and footwear ,2558,164,0,456,290,929,0,50,607,292,117,
45,ร้อยเอ็ด            ,Roi Et              ,2,ภาคกลาง,Central,15,ค่าใช้จ่ายส่วนบุคคล,Personal care,2558,371,0,284,754,1448,0,567,769,421,357,
45,ร้อยเอ็ด            ,Roi Et              ,2,ภาคกลาง,Central,16,เวชภัณฑ์ และค่าตรวจรักษาพยาบาล,Medical and health care,2558,42,0,45,411,818,0,151,256,285,492,
45,ร้อยเอ็ด            ,Roi Et              ,2,ภาคกลาง,Central,17,การเดินทาง และการสื่อสาร,Transport and communication,2558,2186,0,4580,5266,13473,0,1560,5250,3809,1560,
45,ร้อยเอ็ด            ,Roi Et              ,2,ภาคกลาง,Central,18,การศึกษา,Education,2558,158,0,38,254,127,0,16,203,166,108,
45,ร้อยเอ็ด            ,Roi Et              ,2,ภาคกลาง,Central,19,การบันเทิง การอ่านและกิจกรรมทางศาสนา,Recreation, Reading and Religious Activity,2558,179,0,606,336,307,0,87,230,150,154
45,ร้อยเอ็ด            ,Roi Et              ,2,ภาคกลาง,Central,20,การจัดงานพิธีในโอกาสพิเศษ,Special ceremony expenses,2558,0,0,0,118,0,0,0,123,147,147,
45,ร้อยเอ็ด            ,Roi Et              ,2,ภาคกลาง,Central,21,ค่าใช้จ่ายที่ไม่เกี่ยวกับการอุปโภคบริโภค ,Non - consumption expenditures,2558,1912,0,2028,3766,11199,0,970,2897,1349,1117,
46,กาฬสินธุ์           ,Kalasin             ,2,ภาคกลาง,Central,10,อาหารและเครื่องดื่ม (ไม่มีแอลกอฮอล์),Food and Beverages (excludes alcoholic),2556,4657,4475,4813,5928,8189,6278,5806,5365,5302,3748,
46,กาฬสินธุ์           ,Kalasin             ,2,ภาคกลาง,Central,11,เครื่องดื่มที่มีแอลกอฮอล์ ,Alcoholic beverages ,2556,62,0,88,128,168,0,46,262,222,75,
46,กาฬสินธุ์           ,Kalasin             ,2,ภาคกลาง,Central,12,ยาสูบ หมาก ยานัตถุ์ และอื่นๆ,Tobacco products,2556,70,68,57,143,20,280,28,97,44,50,
46,กาฬสินธุ์           ,Kalasin             ,2,ภาคกลาง,Central,13,ที่อยู่อาศัย เครื่องแต่งบ้านและเครื่องใช้,Household operation, furnitures and equipment,2556,1795,1871,1443,2581,3351,1684,2595,1928,2640,1786
46,กาฬสินธุ์           ,Kalasin             ,2,ภาคกลาง,Central,14,เครื่องนุ่งห่มและรองเท้า,Apparel and footwear ,2556,211,233,121,368,984,0,262,221,420,136,
46,กาฬสินธุ์           ,Kalasin             ,2,ภาคกลาง,Central,15,ค่าใช้จ่ายส่วนบุคคล,Personal care,2556,283,247,228,424,896,242,366,351,323,205,
46,กาฬสินธุ์           ,Kalasin             ,2,ภาคกลาง,Central,16,เวชภัณฑ์ และค่าตรวจรักษาพยาบาล,Medical and health care,2556,68,177,31,58,209,0,128,84,36,77,
46,กาฬสินธุ์           ,Kalasin             ,2,ภาคกลาง,Central,17,การเดินทาง และการสื่อสาร,Transport and communication,2556,1913,1047,2102,3530,12161,1718,1800,2874,1679,1929,
46,กาฬสินธุ์           ,Kalasin             ,2,ภาคกลาง,Central,18,การศึกษา,Education,2556,60,39,61,146,239,84,175,69,48,65,
46,กาฬสินธุ์           ,Kalasin             ,2,ภาคกลาง,Central,19,การบันเทิง การอ่านและกิจกรรมทางศาสนา,Recreation, Reading and Religious Activity,2556,172,177,141,239,430,150,160,141,167,197
46,กาฬสินธุ์           ,Kalasin             ,2,ภาคกลาง,Central,20,การจัดงานพิธีในโอกาสพิเศษ,Special ceremony expenses,2556,212,6,0,60,909,914,0,0,0,288,
46,กาฬสินธุ์           ,Kalasin             ,2,ภาคกลาง,Central,21,ค่าใช้จ่ายที่ไม่เกี่ยวกับการอุปโภคบริโภค ,Non - consumption expenditures,2556,1022,680,425,1936,5204,330,806,1695,1760,810,
46,กาฬสินธุ์           ,Kalasin             ,2,ภาคกลาง,Central,10,อาหารและเครื่องดื่ม (ไม่มีแอลกอฮอล์),Food and Beverages (excludes alcoholic),2558,5728,6766,4482,7402,7746,0,7071,7100,6615,4873,
46,กาฬสินธุ์           ,Kalasin             ,2,ภาคกลาง,Central,11,เครื่องดื่มที่มีแอลกอฮอล์ ,Alcoholic beverages ,2558,45,45,98,114,103,0,578,58,74,29,
46,กาฬสินธุ์           ,Kalasin             ,2,ภาคกลาง,Central,12,ยาสูบ หมาก ยานัตถุ์ และอื่นๆ,Tobacco products,2558,61,36,72,51,7,0,48,39,81,31,
46,กาฬสินธุ์           ,Kalasin             ,2,ภาคกลาง,Central,13,ที่อยู่อาศัย เครื่องแต่งบ้านและเครื่องใช้,Household operation, furnitures and equipment,2558,1877,2328,1504,2333,3286,0,1966,2332,1858,1892
46,กาฬสินธุ์           ,Kalasin             ,2,ภาคกลาง,Central,14,เครื่องนุ่งห่มและรองเท้า,Apparel and footwear ,2558,167,81,70,241,290,0,252,219,113,168,
46,กาฬสินธุ์           ,Kalasin             ,2,ภาคกลาง,Central,15,ค่าใช้จ่ายส่วนบุคคล,Personal care,2558,338,589,222,546,857,0,481,608,377,302,
46,กาฬสินธุ์           ,Kalasin             ,2,ภาคกลาง,Central,16,เวชภัณฑ์ และค่าตรวจรักษาพยาบาล,Medical and health care,2558,77,13,12,80,32,0,20,60,52,62,
46,กาฬสินธุ์           ,Kalasin             ,2,ภาคกลาง,Central,17,การเดินทาง และการสื่อสาร,Transport and communication,2558,2165,3109,921,3363,6697,0,1170,4081,2144,1313,
46,กาฬสินธุ์           ,Kalasin             ,2,ภาคกลาง,Central,18,การศึกษา,Education,2558,111,149,47,200,259,0,69,201,150,151,
46,กาฬสินธุ์           ,Kalasin             ,2,ภาคกลาง,Central,19,การบันเทิง การอ่านและกิจกรรมทางศาสนา,Recreation, Reading and Religious Activity,2558,134,153,66,192,269,0,112,158,117,163
46,กาฬสินธุ์           ,Kalasin             ,2,ภาคกลาง,Central,20,การจัดงานพิธีในโอกาสพิเศษ,Special ceremony expenses,2558,55,1543,0,4,8,0,0,5,302,48,
